1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
-20.8455,-22.4719,20.4582,132.6870,18.5888,255.7249,31.7893,191.8773,246.0926,209.2523,115.3640,-2.3233,19.2723,37.7971,31.9513,115.1021,87.4958,291.4559,9.5866
11.0539,5.0169,76.5000,179.9273,109.9014,334.6708,66.6305,256.6268,153.1278,255.4469,166.0251,24.4029,70.5356,107.5219,75.0093,132.2029,142.3915,349.3631,5.3801
28.9573,59.3561,126.2734,238.4884,185.5234,410.6208,42.3984,232.0604,43.8081,134.0044,154.4977,33.4135,88.6448,100.6798,100.1035,109.9267,170.4189,384.9253,-107.1557
20.1101,108.3558,134.8077,259.0764,210.9852,425.9637,-2.2915,185.6031,56.8461,77.9324,134.9210,77.3793,82.3957,67.2724,83.5994,94.9734,162.8689,355.2989,-113.9664
40.0042,126.0928,149.6500,254.9143,210.2396,394.1798,-5.4670,215.7022,104.7448,197.6631,180.7813,124.6735,80.4752,94.1079,75.6227,125.6946,178.3419,324.9343,5.2988
70.8459,106.4780,182.2764,260.3302,220.9056,383.7676,12.8670,272.9370,80.9015,249.4901,240.7044,111.6741,92.2680,147.5690,84.0387,160.8244,209.1171,326.7427,24.0094
52.2589,93.6360,165.7198,257.0954,227.1040,397.2395,30.0866,299.4277,100.0512,161.4438,228.7341,78.8116,111.6482,141.9012,70.9914,158.5492,189.8711,310.2135,-90.0650
30.9492,125.6504,99.9771,227.6117,206.0014,380.5710,85.9022,341.5497,228.1716,183.4853,163.9581,93.9218,146.7745,118.5425,83.7066,163.9363,122.9818,275.4593,-136.5433
49.2507,145.9037,36.4346,204.2935,152.5316,320.6135,134.9152,383.1196,225.0053,317.0536,94.9758,121.8778,164.1749,161.0862,133.0844,199.3115,64.3088,256.9431,-71.3922
44.0592,127.7398,-8.2308,214.9373,74.7859,271.0743,80.7824,342.2409,15.3882,293.2627,42.5147,121.0546,119.9624,196.4925,116.3258,185.3238,51.7839,249.0569,-39.1697
22.3038,164.3680,19.7645,249.2603,33.5142,299.9889,6.8754,285.6106,-51.8796,160.1169,55.8888,135.9931,82.2137,152.6416,55.5303,124.6742,88.6843,269.9835,-76.2605
52.1790,254.4611,158.8774,276.8245,80.1592,390.5713,45.7785,338.4168,99.4614,182.7684,135.2038,171.3820,128.1566,153.8963,79.1172,145.6699,122.1706,324.7751,-82.9466
63.7642,260.4294,283.8421,261.0962,147.5452,423.6901,111.4945,417.4700,86.8481,275.0327,172.5014,149.8120,189.5355,259.6936,139.0702,229.0062,98.9105,319.6104,-43.2133
1.9899,186.4344,270.8915,206.4238,151.7661,345.1032,85.6522,358.5166,-81.1279,189.0404,130.0165,80.1522,198.0480,299.3452,134.8169,217.3600,70.3411,222.1411,-54.5787
4.3750,157.3718,198.5035,173.7955,129.9780,254.6157,44.1152,213.9435,-1.0437,33.5731,98.0860,71.7555,197.3351,210.4709,131.6815,137.5035,105.5993,152.5267,-135.5109
122.1957,164.5883,173.8675,186.4934,138.2528,226.8346,62.0662,153.3361,219.2001,45.3153,110.1602,134.5585,190.9078,154.2594,149.0745,129.9329,155.1353,156.7397,-169.4716
197.6345,151.6351,178.8205,201.2965,148.1163,204.3400,80.5376,187.5864,176.9477,158.0506,122.3507,162.7966,131.9399,190.7527,86.3372,161.8326,160.2856,146.2137,-100.5995
189.1052,165.8983,190.7878,210.1369,137.1070,153.6946,64.6911,208.1505,6.6962,207.3422,124.4355,141.5670,61.6869,232.4606,-11.6187,155.3710,165.1821,116.9232,-31.0904
210.2439,221.1140,217.4834,236.1379,137.0106,134.8549,45.9985,178.3802,-1.4899,196.3808,99.4422,171.2502,35.2238,246.5685,-17.0721,152.7482,195.8557,134.1002,-40.6366
243.5487,247.9276,214.3901,237.0854,153.4225,153.3032,36.1681,126.1154,5.6326,129.9756,20.4209,251.4298,24.0148,218.3121,23.2126,145.0493,195.2910,146.1286,-79.1369
200.7785,226.9778,139.7911,166.8024,149.3734,119.9436,39.5044,59.8952,-63.1791,-17.1958,-60.3933,247.4957,9.7578,136.0955,18.9391,74.5946,142.0349,75.9196,-90.6393
134.8123,191.4283,28.5561,81.9800,113.9714,7.7179,55.2241,-4.8422,12.2977,-129.4502,-100.8112,139.3138,8.1980,96.9327,10.6379,15.6868,90.9866,-12.8654,-67.7475
111.1203,168.1706,-59.2695,55.4907,75.9802,-85.8971,42.0037,-36.2307,183.6009,-114.9684,-163.5341,80.7487,-1.8710,145.0620,27.7275,28.2031,84.4792,-27.9210,-15.1483
82.2957,171.8638,-95.2661,62.4970,53.7193,-81.1580,-18.9271,-34.5227,160.1524,-69.8225,-265.9624,128.5696,-36.9283,156.2040,23.5488,29.2049,104.5121,0.4979,4.0933
38.6664,168.3602,-91.4852,36.7036,40.5685,-23.6643,-63.5532,-7.1024,19.2715,-29.0646,-313.3021,151.2166,-71.0208,108.2760,-0.5816,14.5376,103.2284,-7.5757,-69.5120
44.4335,105.0882,-82.7157,-43.7605,37.0944,3.8341,-24.7894,50.4032,41.3992,67.8114,-275.1465,69.1824,-87.4706,127.2159,-0.2464,64.8355,59.2584,-60.7499,-126.7480
78.0389,0.3477,-83.5265,-153.7985,48.0858,-9.6672,65.7911,89.0781,178.9192,109.4070,-230.8272,-51.1676,-86.1150,180.4178,16.6548,109.2158,-1.2214,-112.6365,-32.1726
54.2188,-89.2661,-88.6859,-237.9343,54.7864,-38.5580,121.0582,55.4042,236.2975,14.3957,-219.7523,-141.8142,-77.4252,143.1432,4.0123,60.3823,-45.8323,-134.9594,103.9805
-1.7496,-121.6451,-99.4560,-242.8373,47.1649,-70.8195,136.7222,13.2757,228.0828,-6.9158,-203.7787,-170.5475,-84.1485,81.7075,-37.3729,20.7802,-55.4966,-131.7950,89.0244
13.2090,-78.8329,-95.6329,-174.4446,48.0448,-91.7643,181.4649,31.2193,231.3080,107.6355,-154.6888,-123.0141,-80.9170,96.2720,-39.1441,51.7098,-14.4674,-125.7405,-34.8997
91.1661,-24.3678,-45.7367,-101.2135,48.5369,-108.2475,228.8300,26.5473,215.6829,69.2479,-94.6925,-67.8395,-24.0083,109.4865,23.3982,39.2108,47.3405,-154.8523,-96.8256
128.1573,-15.3978,22.2327,-87.0529,2.0437,-155.9205,186.3267,-63.1185,163.4118,-147.8824,-69.0768,-82.9760,30.6720,61.0393,60.3305,-38.9738,57.3179,-227.9406,-50.7604
111.4738,44.8564,50.5188,-131.2682,-81.6297,-220.8868,97.6642,-125.6641,128.1775,-205.5782,-87.1778,-113.6324,9.7255,25.2641,16.6363,-63.0953,6.9594,-291.0779,35.1156
122.6540,193.3076,39.9298,-173.6411,-140.1722,-262.1137,71.1640,-94.1990,151.6151,-74.2045,-92.0560,-78.8421,-36.2345,31.2078,-30.1964,-23.6618,-30.5891,-310.6249,77.0056
181.7747,241.3399,36.7359,-166.6873,-143.2871,-305.0672,84.3130,-80.3301,203.4532,-34.6813,-35.1224,-10.5592,-51.7097,22.2236,-35.7696,-18.6255,-3.9566,-319.1645,38.3444
243.3149,134.6483,72.6066,-132.1636,-96.5885,-353.2126,90.7294,-139.9801,187.0387,-107.7440,34.4217,39.7449,-84.3906,-12.6799,-57.4918,-58.2182,75.1371,-305.7133,2.5270
289.0266,78.9821,140.3518,-109.1778,-25.8464,-308.7665,130.3836,-168.8939,73.8074,-136.9540,42.6772,62.4325,-142.3461,-38.5010,-93.6906,-81.9641,156.2203,-208.2041,81.8403
312.7633,114.4996,197.0998,-84.2929,29.4025,-153.9323,188.7741,-113.6705,3.4871,-142.4391,32.2499,37.3031,-144.9178,-51.7117,-74.2173,-80.3166,187.3913,-65.9048,222.3751
304.9511,100.7090,216.4183,-39.3637,75.7342,-30.3334,197.8976,-57.8845,63.0989,-175.2177,91.2107,-17.2815,-78.5980,-69.9519,-5.4488,-83.0223,184.8730,11.8007,267.2881
293.1106,87.6909,222.0742,-7.0027,142.8027,-17.1668,175.2257,-64.5590,118.6880,-178.1071,163.9341,-36.6670,-27.2274,-85.7870,38.3267,-90.5513,205.0925,14.2194,172.4133
292.1012,159.2972,224.7849,-6.4687,179.8882,-49.8870,145.7432,-90.1596,95.4097,-130.3589,134.2229,-30.5097,-43.4919,-77.5709,13.8046,-77.3778,224.6784,-7.6672,27.6653
262.6745,177.0045,203.9982,-3.8517,136.7027,-79.8935,85.8194,-75.5179,101.2902,-62.9633,58.9286,-40.6968,-85.8455,-54.6883,-47.3108,-47.6381,198.7452,-43.3642,-29.3976
202.6093,76.2496,178.9568,11.7444,91.2975,-101.0819,44.6254,-38.7813,109.6378,-6.8779,67.1999,-29.5056,-78.5095,-39.8732,-58.3789,-38.7311,182.5506,-79.0709,78.2611
160.9260,4.9387,180.9753,7.8269,112.7746,-87.5311,77.5278,-29.3551,12.5876,-6.4723,125.2241,12.9873,-17.3604,-14.1295,-2.0991,-49.0840,208.6665,-100.7564,215.5442
139.5929,9.9439,179.1298,-13.6680,134.2948,-57.7071,114.2921,-31.0151,-32.9193,-40.1828,156.4469,15.7500,31.5676,32.2601,29.1450,-34.0252,195.8433,-139.9375,176.3270
111.3904,5.9882,135.6542,-18.5765,95.5312,-79.4557,93.3850,-12.7865,86.4185,-42.7413,191.8460,-19.5189,54.9003,38.0126,14.2234,-1.5244,122.8669,-188.2105,42.9711
82.6049,-2.9107,63.5132,-8.7629,30.2866,-144.0055,41.4974,-24.8204,102.4648,-51.5458,217.8375,-33.2802,89.5089,-20.1379,33.3177,-6.1866,69.2240,-179.9262,28.9369
51.9137,22.2805,-12.3077,-2.4788,-25.2827,-162.0228,-33.5979,-92.7231,-80.9355,-93.3279,176.5483,-43.9013,107.2576,-62.8659,68.9267,-37.9530,44.0261,-118.6978,48.1484
9.1220,46.0229,-64.7886,8.2896,-59.3682,-91.1227,-105.6015,-117.8018,-132.6478,-70.9197,143.2555,-64.3710,68.0092,-54.3223,44.7085,-38.1898,11.9467,-57.6688,-35.6592
-12.6111,38.9346,-64.3928,23.1713,-68.7557,16.5268,-99.9379,-47.5215,2.0244,2.4363,179.0280,-39.8441,10.9330,-44.0020,-3.0323,-8.7676,8.4504,-1.9756,-32.9900
14.4302,15.3569,-28.2437,14.8402,-74.4109,76.0731,-42.3464,12.3062,10.9674,-26.2537,184.2318,10.4882,-38.2511,-33.2624,-27.7421,1.0409,42.8152,32.0272,134.8749
65.0360,-9.9013,-3.7214,-33.9173,-68.6325,57.0563,-14.0226,-14.2152,-80.6988,-134.4529,136.6092,8.9837,-92.3264,-0.1668,-48.4079,-20.0360,51.3020,5.7231,174.2224
109.6723,-33.0163,-2.1192,-113.7328,-12.4894,9.0854,11.0543,-64.7412,-33.7075,-165.6063,127.7052,-23.7890,-109.1552,2.1172,-34.5912,-43.0341,29.5850,-37.9428,45.5447
