1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
180.5952,180.5835,81.7995,138.2551,173.2372,-23.1090,-0.2835,-7.0484,-35.8698,70.2113,88.0778,71.0389,-34.3842,18.4564,-26.8743,14.5064,111.9563,45.6312,97.3607
167.7073,132.8393,8.4505,26.5730,23.8313,-114.2290,-144.7269,-92.7218,-113.7401,-79.2101,24.2973,-23.9866,-145.3140,-41.9576,-103.5740,-21.9819,-15.4962,-63.5134,-0.5026
168.2975,144.4971,-6.4495,9.6391,-48.3026,-135.9025,-193.9991,-116.4127,-84.7712,-62.7547,13.9924,19.7686,-155.6679,-67.0354,-103.6066,-16.9951,6.3283,-43.3440,-45.2483
206.5811,172.4477,19.5761,79.9836,-38.4898,-79.3099,-124.1484,-47.3378,-26.2277,80.3667,11.8748,125.2354,-64.2705,-31.3652,-5.7112,8.8649,105.0841,-8.6645,18.6102
158.1524,135.6053,-54.2702,68.5082,-120.3676,-59.7763,-138.2882,-42.9172,-99.1627,7.0123,-71.6169,69.1805,-82.7402,-48.5646,-10.4678,-42.9156,77.9323,-43.5336,-13.7285
41.5210,56.6892,-136.6319,-19.7042,-199.1285,-64.6267,-157.3878,-105.0679,-126.1065,-151.0928,-155.2724,-74.3089,-111.4526,-95.9042,-36.0068,-90.1096,-3.4919,-65.8703,-85.2360
-41.4338,-16.1217,-128.1033,-32.9257,-163.7216,8.2415,-44.8125,-49.3321,34.7203,-34.2792,-138.4681,-93.5598,-27.6041,-55.7477,40.5037,-28.6963,-26.9781,-32.1727,-50.2999
-70.7380,-9.8899,-118.6184,23.8350,-151.8317,85.7152,13.0938,64.3368,139.2159,126.1770,-80.8480,-7.4962,3.2408,10.8458,60.1545,19.0755,-39.4817,-32.0192,-11.1195
-27.2123,96.7616,-132.0943,33.8664,-205.9552,34.5237,-81.9260,34.1476,40.9669,11.7566,-65.1286,47.0296,-60.2546,-11.0872,-36.9379,-35.1286,-61.9249,-98.4306,-44.8933
65.1279,162.4488,-99.9158,19.6086,-179.4568,-59.5813,-121.4512,-45.0476,-74.1189,-101.8002,-62.6227,49.6737,-55.4478,-57.6719,-89.9946,-63.0910,-59.8199,-106.1046,-65.9797
68.8000,115.9429,-55.5893,49.4004,-62.1392,-57.0977,-54.9577,-12.1786,-159.9820,-16.3427,-25.0328,35.7469,0.3070,-41.0390,-79.4608,-15.0182,-48.9521,6.5667,-72.9554
-32.9201,79.0768,-30.1967,60.5899,44.6093,-12.1647,-39.9117,12.0829,-313.1926,1.0940,21.5301,3.3798,11.0036,-8.9707,-81.5924,3.3673,-42.6014,97.8802,-115.8235
-70.8975,64.9818,27.3144,20.2838,137.1768,-2.1803,-52.3508,-51.2759,-350.6719,-78.3007,30.8584,-34.3516,31.5358,-11.0638,-57.4763,-13.0109,-25.1942,79.6506,-134.8438
-8.2634,-13.7885,85.6828,7.3818,213.1484,-3.6690,11.7628,-58.2865,-125.8938,-23.5864,17.9110,-40.9869,73.9696,-23.2430,-3.7491,-3.4055,-12.8890,53.5542,-89.3365
16.5806,-54.6377,78.5219,2.2060,209.9391,-47.3423,76.1325,-3.4983,55.6994,57.4136,35.5615,-27.2524,72.3603,-24.0349,18.9657,1.9980,-28.5932,47.3955,-42.3693
-26.5884,13.7740,55.3496,-90.4882,138.9770,-162.2700,65.9189,-24.0022,-3.3993,-1.5746,78.6738,-46.2717,61.7012,0.3355,36.5659,-3.5736,-66.4182,-32.5678,-32.6011
-55.4021,1.5825,47.7993,-216.8331,66.9051,-229.5170,46.7112,-73.4770,-26.8364,-50.3156,82.6835,-111.7901,70.3226,52.0540,52.6622,21.4466,-116.0191,-136.7796,-32.2501
-51.8071,-145.2244,-1.5599,-264.2529,11.7676,-175.3252,54.2832,-45.3788,65.4605,-30.8606,44.2311,-172.0370,47.6035,74.4503,7.4085,29.6078,-154.7620,-128.5998,-11.6548
-39.8686,-202.6821,-61.1684,-237.0077,-24.6981,-91.2764,50.8933,5.1573,-14.5743,-51.9878,38.3668,-167.3245,17.3310,28.9276,-43.6631,-17.1488,-143.7180,-25.5487,25.1398
-35.6509,-115.9525,-34.0205,-170.5448,-33.2373,-22.2868,39.3255,20.4723,-191.6927,-50.3087,80.3096,-92.9708,8.7703,-26.2203,-36.1205,-45.7390,-80.7154,75.0073,34.0699
-57.9136,-51.5000,50.1815,-90.5960,-26.0750,54.5523,56.6110,21.5384,-111.9717,-0.2988,102.9028,-13.2480,-35.9445,-41.3638,-53.6303,-36.3868,-17.1205,116.6901,2.5387
-69.3462,-50.1163,93.6678,-61.1230,-12.1974,81.2988,107.0417,13.4646,101.2116,-23.3946,89.7907,1.8909,-72.9809,-40.6455,-95.8208,-37.4824,-2.3976,59.7377,9.7925
-22.1089,-55.3093,77.7546,-76.5198,4.0883,38.7632,153.9546,31.9401,111.1355,-22.3204,85.2012,-28.0453,3.2551,-26.5229,-28.7921,-15.7290,-32.4020,-48.1262,92.4968
11.4738,-76.0724,25.6591,-62.6499,-4.7388,10.1498,148.8779,90.2902,22.7137,93.2997,88.6903,-26.0828,99.2284,18.2245,92.7948,36.6310,-61.2134,-100.3085,143.3275
-34.2059,-103.0521,-37.5527,-49.2557,-43.9826,-17.3396,85.5392,59.2639,40.8601,60.5231,80.5748,6.9283,82.3397,38.2402,89.6735,18.9082,-59.4717,-123.8022,92.4156
-61.0822,-100.8561,-60.3418,-79.1657,-70.3003,-93.8006,18.8204,-86.5529,70.5690,-150.5655,90.2485,17.8386,42.2225,-10.6162,12.1349,-56.2767,-31.7470,-172.1295,35.5832
-13.9599,-95.0196,-28.6032,-64.9299,-54.2939,-115.6685,9.2852,-126.9169,89.6207,-135.6217,117.1015,29.1617,80.9945,-41.2791,25.3196,-50.9832,5.8724,-152.1540,49.6982
-17.7923,-119.7072,-10.3578,2.9168,-11.1142,-40.6200,65.3596,-5.6464,229.6133,96.2437,95.3585,62.8876,125.1357,32.5758,98.8583,26.6413,17.5351,-60.1692,68.4314
-102.6633,-167.9617,-39.8669,-6.6090,31.4249,-28.2984,129.7108,48.7016,373.7365,119.3579,39.7013,48.5799,121.3406,131.8097,113.0051,61.1707,-14.4660,-50.3865,51.1062
-108.0165,-196.1950,-43.4483,-69.5531,54.0058,-104.1307,128.0777,-12.8463,296.3870,-14.4258,58.1016,-11.4291,119.9806,134.9635,77.5465,57.0125,-25.0322,-95.0852,67.3059
-9.0186,-137.6558,21.8422,-41.9802,40.7172,-94.1637,50.8846,-17.1933,69.5464,11.3063,137.3674,1.5917,121.5019,69.0407,55.1805,61.3016,22.2311,-52.5009,111.8067
17.9933,-29.1318,59.4893,26.1533,-26.9881,-4.4917,-58.8351,19.4448,-85.0006,54.1277,138.7144,74.5386,75.7445,32.8602,28.7571,42.2094,26.0537,-9.8264,64.3219
-62.3521,-17.0298,-7.0365,5.0905,-131.2961,-0.2587,-174.1247,-34.7732,-105.8791,-72.9214,61.7689,62.3388,0.0321,27.6175,-35.4556,-0.9068,-64.0848,-75.6271,-60.9939
-89.9041,-98.5257,-87.5054,-58.1793,-191.7831,-65.2417,-259.7511,-116.8965,-82.1588,-146.6309,45.6874,-37.3645,-44.4866,4.5014,-89.6453,-9.8959,-129.5882,-129.5377,-84.3339
-23.1892,-124.3860,-95.8723,-90.1191,-177.1844,-94.6754,-268.7633,-126.5161,-106.9166,-54.6312,93.1660,-112.3319,-53.6017,-17.3457,-80.5187,12.1413,-120.0771,-118.4507,13.1539
9.9323,-100.5509,-98.4448,-125.2773,-176.1712,-121.0786,-234.6233,-122.7323,-145.1290,-4.3466,83.7734,-141.3079,-80.7488,-10.2168,-65.8637,13.6899,-127.1805,-146.7195,29.9892
-33.0655,-125.7800,-132.1211,-146.4359,-221.3064,-161.1771,-229.5213,-157.3363,-102.5823,-59.9738,27.1491,-134.9951,-137.7580,-8.4139,-113.5238,-13.3904,-143.8946,-171.8998,-86.7749
-68.5042,-142.0088,-114.6952,-81.2141,-207.9902,-132.5559,-235.3006,-184.6965,-66.1260,-111.2315,24.7976,-70.6665,-163.1804,-27.7290,-162.1961,-45.0680,-82.2601,-92.1784,-151.7265
-65.4178,-76.1493,-45.7406,34.7586,-116.3329,-51.1556,-210.2637,-179.1478,-157.7510,-141.1479,65.8811,4.6881,-131.1925,-38.9098,-147.8257,-68.3337,16.0692,3.8633,-93.2094
-59.7619,3.6293,-9.7491,113.4610,-54.1970,-9.0419,-184.5252,-153.7033,-226.6665,-155.6186,80.9853,31.5961,-94.6325,-51.7361,-124.4268,-84.8659,65.1452,32.6903,-42.7376
-48.7355,47.7382,8.1815,135.7970,-30.0539,9.7606,-169.8746,-118.3143,-155.6049,-135.5288,69.3296,46.3310,-77.1352,-86.4881,-120.4440,-100.7285,61.7801,50.2530,-55.2017
-21.5195,67.1290,22.9730,97.7947,6.8112,32.2076,-131.5381,-89.1191,-123.0353,-117.7910,42.4778,57.3587,-54.6968,-100.8555,-90.7689,-108.4629,-5.9783,40.9447,-69.2143
-13.3208,40.5578,-53.8782,-4.7508,-18.0699,-17.1792,-85.9183,-76.1168,-139.9742,-105.7843,-2.4152,14.0265,-46.1989,-75.5861,-70.8991,-99.7807,-129.3887,-57.4584,-94.4337
-32.2721,-5.4017,-185.9217,-93.2865,-143.5627,-133.3896,-81.4830,-87.5613,-16.2738,-77.4766,-18.2459,-23.4418,-81.3866,-73.1224,-126.0065,-100.0465,-187.2837,-153.2987,-156.1384
-28.7190,10.4580,-192.0872,-70.6223,-217.5751,-160.3159,-119.1810,-133.0483,58.2114,-97.6657,32.0444,38.8162,-122.2126,-119.2883,-184.7312,-134.5149,-119.5431,-123.6720,-172.6494
-1.7956,58.9277,-89.6427,16.2662,-142.1527,-42.4159,-164.3511,-161.1506,-154.1466,-160.0950,79.4552,111.7106,-125.6892,-157.3802,-160.8043,-172.8395,-46.7009,-6.2963,-110.1266
-20.3179,45.4961,-76.3499,25.5122,-29.3715,82.4869,-172.2536,-104.4557,-293.1786,-128.9802,48.3321,65.8480,-108.8037,-147.7107,-117.1235,-163.4125,-63.5473,80.8740,-79.7636
-82.1682,-9.5343,-153.0538,-53.2463,18.6521,120.2000,-124.4977,-15.3630,-87.6576,-26.5816,-6.1716,-28.0056,-96.4528,-104.4062,-127.8142,-105.8887,-108.2145,78.1513,-125.7689
-98.7409,-28.6829,-158.6614,-91.8826,26.7731,123.5198,-79.4026,6.6700,35.3846,-17.8119,3.9864,-39.2165,-86.5889,-72.9937,-142.0961,-60.1277,-107.0165,17.0055,-144.4681
-59.1849,-13.8210,-101.8699,-59.9469,16.6431,131.1427,-86.8678,-23.8143,-142.6842,-82.5417,41.1155,4.7051,-74.3581,-99.4201,-103.8962,-74.2596,-78.0968,-21.9425,-104.3656
-43.6639,-7.2168,-106.9345,-47.7296,-21.3840,117.7602,-94.5721,-41.9288,-193.6078,-85.6305,30.1876,12.3656,-68.3012,-146.1059,-62.4173,-108.0971,-64.7934,-7.0688,-94.6185
-75.1708,-24.5163,-159.5851,-55.9247,-66.7344,95.4357,-71.9191,-41.6901,-0.5053,-40.0421,2.2778,-20.2035,-92.9964,-127.5186,-81.1142,-90.0950,-68.1357,25.4270,-125.5855
-113.6334,-51.0855,-163.9674,-14.8371,-101.6770,99.7290,-83.8285,-29.7903,62.6155,-13.3356,3.1198,-53.7005,-148.0779,-81.3774,-120.9828,-44.0323,-66.4350,62.2795,-126.1333
-141.7450,-40.8187,-121.5782,36.9641,-133.3252,119.7675,-128.9378,-0.0374,-13.5823,19.1167,-3.4829,-71.2455,-172.5260,-99.7998,-103.6174,-35.5499,-63.1609,111.3669,-98.8730
-148.0269,24.6759,-102.3117,26.1589,-161.9711,128.5785,-118.0967,33.5760,41.8599,84.9862,-33.6598,-66.3626,-137.5464,-116.9860,-57.0459,-32.8209,-74.9266,135.2308,-77.7116
-113.7894,76.7422,-122.7008,-4.7626,-186.1784,121.2482,-58.8432,60.5576,131.1568,143.5105,-44.4961,-55.0277,-114.5112,-41.3664,-66.0681,18.4065,-81.1335,117.1145,-54.6745
-62.8884,54.3223,-129.8875,14.2115,-196.7958,111.7867,-38.0815,80.3148,76.1409,133.7811,-32.0099,-70.4618,-140.4257,30.3507,-101.9454,70.8103,-49.5910,120.7439,-56.8700
-41.5501,-4.2472,-90.8813,63.1184,-164.1522,127.1456,-52.6909,86.0079,45.1271,70.1315,-18.5488,-93.1770,-140.6124,2.5392,-80.2433,76.2336,-0.4703,176.7894,-96.9142
-49.3541,-40.3634,-39.4942,93.8429,-86.7633,174.6554,-34.8803,108.1837,162.3746,80.2544,19.0729,-67.4997,-73.0372,-26.9470,-21.5135,79.4624,33.5043,232.4249,-78.2148
-45.0335,-45.2581,2.0531,114.3492,2.8813,237.2464,20.2931,183.2277,236.9319,204.0883,90.8028,-9.8956,8.0508,32.4045,23.4454,111.5966,71.1958,273.0417,11.7177
-17.3793,-21.7685,54.8647,158.3710,91.4371,312.9492,53.1166,246.4591,142.3592,249.3766,137.1532,15.5016,57.3446,101.1828,65.0105,128.0822,123.2308,327.7170,7.8852
-2.4855,29.7356,102.3480,214.6505,165.1048,386.6001,27.4541,220.8165,31.8998,127.2916,122.5698,23.5700,74.0576,93.6698,89.0464,105.3698,149.2301,360.9880,-104.3854
-1.7043,87.8056,118.2088,242.5382,196.8192,409.2985,-12.6596,177.8023,48.5844,73.2751,112.7701,70.5501,72.2754,62.4090,75.9282,91.8119,148.1685,338.6917,-112.0445
27.6641,114.4679,140.2603,245.5589,202.2261,384.7526,-11.3320,211.2894,100.0712,195.0286,168.2509,120.8103,74.7503,91.3567,71.2832,123.9062,170.0261,315.5398,6.3860
60.4601,96.6941,174.3736,252.4564,214.1612,375.8334,7.9308,269.2230,76.9681,247.2728,230.1584,108.4228,87.4498,145.2536,80.3865,159.3192,202.1183,318.8360,24.9244
43.6621,85.5374,159.1784,250.5779,221.5213,390.6719,26.0006,296.3535,96.7954,159.6085,220.0047,76.1202,107.6599,139.9845,67.9683,157.3033,184.0779,303.6688,-89.3076
26.3073,121.2775,96.4450,224.0925,202.9870,377.0248,83.6959,339.8897,226.4135,182.4942,159.2446,92.4686,144.6210,117.5076,82.0742,163.2636,119.8537,271.9254,-136.1343
47.6505,144.3962,35.2169,203.0803,151.4924,319.3910,134.1546,382.5474,224.3993,316.7119,93.3509,121.3769,163.4325,160.7294,132.5216,199.0796,63.2304,255.7249,-71.2512
43.7516,127.4501,-8.4648,214.7042,74.5862,270.8393,80.6362,342.1310,15.2717,293.1971,42.2024,120.9583,119.8198,196.4239,116.2177,185.2792,51.5766,248.8227,-39.1426
22.3038,164.3680,19.7645,249.2603,33.5142,299.9889,6.8754,285.6106,-51.8796,160.1169,55.8888,135.9931,82.2137,152.6416,55.5303,124.6742,88.6843,269.9835,-76.2605
52.1790,254.4611,158.8774,276.8245,80.1592,390.5713,45.7785,338.4168,99.4614,182.7684,135.2038,171.3820,128.1566,153.8963,79.1172,145.6699,122.1706,324.7751,-82.9466
63.7642,260.4294,283.8421,261.0962,147.5452,423.6901,111.4945,417.4700,86.8481,275.0327,172.5014,149.8120,189.5355,259.6936,139.0702,229.0062,98.9105,319.6104,-43.2133
1.9899,186.4344,270.8915,206.4238,151.7661,345.1032,85.6522,358.5166,-81.1279,189.0404,130.0165,80.1522,198.0480,299.3452,134.8169,217.3600,70.3411,222.1411,-54.5787
4.3750,157.3718,198.5035,173.7955,129.9780,254.6157,44.1152,213.9435,-1.0437,33.5731,98.0860,71.7555,197.3351,210.4709,131.6815,137.5035,105.5993,152.5267,-135.5109
122.1957,164.5883,173.8675,186.4934,138.2528,226.8346,62.0662,153.3361,219.2001,45.3153,110.1602,134.5585,190.9078,154.2594,149.0745,129.9329,155.1353,156.7397,-169.4716
197.6345,151.6351,178.8205,201.2965,148.1163,204.3400,80.5376,187.5864,176.9477,158.0506,122.3507,162.7966,131.9399,190.7527,86.3372,161.8326,160.2856,146.2137,-100.5995
189.1052,165.8983,190.7878,210.1369,137.1070,153.6946,64.6911,208.1505,6.6962,207.3422,124.4355,141.5670,61.6869,232.4606,-11.6187,155.3710,165.1821,116.9232,-31.0904
210.2439,221.1140,217.4834,236.1379,137.0106,134.8549,45.9985,178.3802,-1.4899,196.3808,99.4422,171.2502,35.2238,246.5685,-17.0721,152.7482,195.8557,134.1002,-40.6366
243.5487,247.9276,214.3901,237.0854,153.4225,153.3032,36.1681,126.1154,5.6326,129.9756,20.4209,251.4298,24.0148,218.3121,23.2126,145.0493,195.2910,146.1286,-79.1369
200.7785,226.9778,139.7911,166.8024,149.3734,119.9436,39.5044,59.8952,-63.1791,-17.1958,-60.3933,247.4957,9.7578,136.0955,18.9391,74.5946,142.0349,75.9196,-90.6393
134.8123,191.4283,28.5561,81.9800,113.9714,7.7179,55.2241,-4.8422,12.2977,-129.4502,-100.8112,139.3138,8.1980,96.9327,10.6379,15.6868,90.9866,-12.8654,-67.7475
111.1203,168.1706,-59.2695,55.4907,75.9802,-85.8971,42.0037,-36.2307,183.6009,-114.9684,-163.5341,80.7487,-1.8710,145.0620,27.7275,28.2031,84.4792,-27.9210,-15.1483
82.2957,171.8638,-95.2661,62.4970,53.7193,-81.1580,-18.9271,-34.5227,160.1524,-69.8225,-265.9624,128.5696,-36.9283,156.2040,23.5488,29.2049,104.5121,0.4979,4.0933
38.6664,168.3602,-91.4852,36.7036,40.5685,-23.6643,-63.5532,-7.1024,19.2715,-29.0646,-313.3021,151.2166,-71.0208,108.2760,-0.5816,14.5376,103.2284,-7.5757,-69.5120
44.4335,105.0882,-82.7157,-43.7605,37.0944,3.8341,-24.7894,50.4032,41.3992,67.8114,-275.1465,69.1824,-87.4706,127.2159,-0.2464,64.8355,59.2584,-60.7499,-126.7480
78.0389,0.3477,-83.5265,-153.7985,48.0858,-9.6672,65.7911,89.0781,178.9192,109.4070,-230.8272,-51.1676,-86.1150,180.4178,16.6548,109.2158,-1.2214,-112.6365,-32.1726
54.2188,-89.2661,-88.6859,-237.9343,54.7864,-38.5580,121.0582,55.4042,236.2975,14.3957,-219.7523,-141.8142,-77.4252,143.1432,4.0123,60.3823,-45.8323,-134.9594,103.9805
-1.7496,-121.6451,-99.4560,-242.8373,47.1649,-70.8195,136.7222,13.2757,228.0828,-6.9158,-203.7787,-170.5475,-84.1485,81.7075,-37.3729,20.7802,-55.4966,-131.7950,89.0244
13.2090,-78.8329,-95.6329,-174.4446,48.0448,-91.7643,181.4649,31.2193,231.3080,107.6355,-154.6888,-123.0141,-80.9170,96.2720,-39.1441,51.7098,-14.4674,-125.7405,-34.8997
91.1661,-24.3678,-45.7367,-101.2135,48.5369,-108.2475,228.8300,26.5473,215.6829,69.2479,-94.6925,-67.8395,-24.0083,109.4865,23.3982,39.2108,47.3405,-154.8523,-96.8256
128.1573,-15.3978,22.2327,-87.0529,2.0437,-155.9205,186.3267,-63.1185,163.4118,-147.8824,-69.0768,-82.9760,30.6720,61.0393,60.3305,-38.9738,57.3179,-227.9406,-50.7604
111.4738,44.8564,50.5188,-131.2682,-81.6297,-220.8868,97.6642,-125.6641,128.1775,-205.5782,-87.1778,-113.6324,9.7255,25.2641,16.6363,-63.0953,6.9594,-291.0779,35.1156
122.6540,193.3076,39.9298,-173.6411,-140.1722,-262.1137,71.1640,-94.1990,151.6151,-74.2045,-92.0560,-78.8421,-36.2345,31.2078,-30.1964,-23.6618,-30.5891,-310.6249,77.0056
181.7747,241.3399,36.7359,-166.6873,-143.2871,-305.0672,84.3130,-80.3301,203.4532,-34.6813,-35.1224,-10.5592,-51.7097,22.2236,-35.7696,-18.6255,-3.9566,-319.1645,38.3444
243.3149,134.6483,72.6066,-132.1636,-96.5885,-353.2126,90.7294,-139.9801,187.0387,-107.7440,34.4217,39.7449,-84.3906,-12.6799,-57.4918,-58.2182,75.1371,-305.7133,2.5270
289.0266,78.9821,140.3518,-109.1778,-25.8464,-308.7665,130.3836,-168.8939,73.8074,-136.9540,42.6772,62.4325,-142.3461,-38.5010,-93.6906,-81.9641,156.2203,-208.2041,81.8403
312.7633,114.4996,197.0998,-84.2929,29.4025,-153.9323,188.7741,-113.6705,3.4871,-142.4391,32.2499,37.3031,-144.9178,-51.7117,-74.2173,-80.3166,187.3913,-65.9048,222.3751
304.9511,100.7090,216.4183,-39.3637,75.7342,-30.3334,197.8976,-57.8845,63.0989,-175.2177,91.2107,-17.2815,-78.5980,-69.9519,-5.4488,-83.0223,184.8730,11.8007,267.2881
293.1106,87.6909,222.0742,-7.0027,142.8027,-17.1668,175.2257,-64.5590,118.6880,-178.1071,163.9341,-36.6670,-27.2274,-85.7870,38.3267,-90.5513,205.0925,14.2194,172.4133
292.1012,159.2972,224.7849,-6.4687,179.8882,-49.8870,145.7432,-90.1596,95.4097,-130.3589,134.2229,-30.5097,-43.4919,-77.5709,13.8046,-77.3778,224.6784,-7.6672,27.6653
262.6745,177.0045,203.9982,-3.8517,136.7027,-79.8935,85.8194,-75.5179,101.2902,-62.9633,58.9286,-40.6968,-85.8455,-54.6883,-47.3108,-47.6381,198.7452,-43.3642,-29.3976
202.6093,76.2496,178.9568,11.7444,91.2975,-101.0819,44.6254,-38.7813,109.6378,-6.8779,67.1999,-29.5056,-78.5095,-39.8732,-58.3789,-38.7311,182.5506,-79.0709,78.2611
160.9260,4.9387,180.9753,7.8269,112.7746,-87.5311,77.5278,-29.3551,12.5876,-6.4723,125.2241,12.9873,-17.3604,-14.1295,-2.0991,-49.0840,208.6665,-100.7564,215.5442
139.5929,9.9439,179.1298,-13.6680,134.2948,-57.7071,114.2921,-31.0151,-32.9193,-40.1828,156.4469,15.7500,31.5676,32.2601,29.1450,-34.0252,195.8433,-139.9375,176.3270
111.3904,5.9882,135.6542,-18.5765,95.5312,-79.4557,93.3850,-12.7865,86.4185,-42.7413,191.8460,-19.5189,54.9003,38.0126,14.2234,-1.5244,122.8669,-188.2105,42.9711
82.6049,-2.9107,63.5132,-8.7629,30.2866,-144.0055,41.4974,-24.8204,102.4648,-51.5458,217.8375,-33.2802,89.5089,-20.1379,33.3177,-6.1866,69.2240,-179.9262,28.9369
51.9137,22.2805,-12.3077,-2.4788,-25.2827,-162.0228,-33.5979,-92.7231,-80.9355,-93.3279,176.5483,-43.9013,107.2576,-62.8659,68.9267,-37.9530,44.0261,-118.6978,48.1484
9.1220,46.0229,-64.7886,8.2896,-59.3682,-91.1227,-105.6015,-117.8018,-132.6478,-70.9197,143.2555,-64.3710,68.0092,-54.3223,44.7085,-38.1898,11.9467,-57.6688,-35.6592
